Artist_Reputation,Weight,Material,Price_Of_Sculpture,Base_Shipping_Price,International,Express_Shipment,Installation_Included,Transport,Fragile,Customer_Information,Cost
Moderate_Reputation,215.0,Clay,6.68,14.59,No,Yes,Yes,Airways,Yes,Working Class,258.07
Low_Reputation,134.0,Aluminium,3.52,19.3,Yes,No,Yes,Waterways,No,Working Class,140.11
Low_Reputation,442.0,Aluminium,5.67,21.77,Yes,No,Yes,Waterways,No,Working Class,172.14
Moderate_Reputation,131.0,Brass,3.06,19.49,No,No,Yes,Airways,No,Wealthy,234.43
High_Reputation,48.0,Wood,3.85,16.47,No,Yes,No,Roadways,No,Wealthy,177.56
High_Reputation,153.0,Wood,4.35,24.74,Yes,No,No,Waterways,No,Working Class,247.97
Low_Reputation,14328.0,Brass,10.98,41.93,No,Yes,Yes,Airways,No,Wealthy,428.16
Low_Reputation,104.0,Wood,3.66,14.06,No,No,No,Roadways,No,Wealthy,125.24
Low_Reputation,239.0,Wood,6.24,12.64,No,Yes,No,Airways,No,Working Class,132.0
Moderate_Reputation,922.0,Wood,5.37,15.02,Yes,No,No,Waterways,No,Working Class,251.92
Low_Reputation,783.0,Brass,5.8,22.68,No,Yes,Yes,Roadways,No,Wealthy,234.65
Moderate_Reputation,138.0,Clay,6.1,22.7,No,No,Yes,Roadways,Yes,Working Class,310.78
Moderate_Reputation,767.0,Brass,6.83,22.62,No,No,Yes,Roadways,No,Working Class,225.51
Low_Reputation,520.0,Clay,4.14,11.67,Yes,No,Yes,Waterways,Yes,Working Class,132.99
Low_Reputation,84.0,Bronze,6.32,20.05,No,No,Yes,Roadways,No,Wealthy,209.63
Moderate_Reputation,107.0,Marble,5.43,13.43,No,Yes,No,Roadways,No,Working Class,203.37
Very_High_Reputation,13920.0,Bronze,34.54,40.81,Yes,Yes,Yes,Airways,No,Working Class,1951.15
Low_Reputation,396.89110225763613,Wood,6.29,22.56,No,Yes,No,Roadways,No,Wealthy,212.75
Moderate_Reputation,153.0,Wood,3.53,24.43,No,Yes,No,Airways,No,Working Class,207.54
High_Reputation,1948.0,Bronze,7.54,20.79,No,No,Yes,Roadways,No,Working Class,611.21
Low_Reputation,426.0,Bronze,6.58,17.07,No,No,Yes,Airways,No,Working Class,157.54
High_Reputation,20303.0,Brass,43.06,83.55,No,No,Yes,Roadways,No,Wealthy,1947.47
High_Reputation,1803.0,Clay,6.73,18.49,No,No,No,Roadways,Yes,Working Class,651.77
Low_Reputation,1216.0,Aluminium,4.52,15.68,No,No,No,Roadways,No,Working Class,164.58
Moderate_Reputation,5076.0,Stone,28.91,42.46,Yes,No,No,Waterways,No,Working Class,410.11
Low_Reputation,2899.0,Clay,8.77,10.32,No,Yes,Yes,Roadways,Yes,Working Class,301.52
Very_High_Reputation,286.0,Clay,5.2,20.84,No,Yes,Yes,Roadways,Yes,Working Class,620.38
Moderate_Reputation,326.0,Wood,3.45,17.87,Yes,Yes,Yes,Airways,No,Working Class,226.71
Moderate_Reputation,80.0,Wood,4.69,19.06,No,No,No,Airways,No,Working Class,190.26
Low_Reputation,4794.0,Marble,18.86,20.36,Yes,Yes,No,Airways,No,Working Class,217.02
Very_High_Reputation,217.0,Aluminium,4.98,24.17,Yes,No,Yes,Waterways,No,Working Class,737.69
Moderate_Reputation,5386.0,Bronze,30.04,64.43,Yes,No,No,Waterways,No,Working Class,588.1
Moderate_Reputation,5612.0,Brass,31.41,56.41,No,Yes,Yes,Roadways,No,Working Class,648.98
Moderate_Reputation,86943.0,Brass,191.44,55.02,Yes,Yes,No,Airways,No,Wealthy,1480.19
Moderate_Reputation,555.0,Aluminium,4.45,16.46,Yes,Yes,No,Airways,No,Working Class,163.05
Low_Reputation,73.0,Wood,5.63,13.46,No,No,No,Roadways,No,Wealthy,125.5
Low_Reputation,538.0,Aluminium,3.66,11.86,No,Yes,No,Airways,No,Working Class,111.11
Very_High_Reputation,240.0,Brass,4.47,23.09,No,Yes,No,Airways,No,Wealthy,397.99
High_Reputation,682.0,Bronze,3.95,18.68,No,No,No,Roadways,No,Working Class,138.02
High_Reputation,707.0,Clay,5.57,18.55,No,Yes,No,Roadways,Yes,Working Class,546.52
High_Reputation,211.0,Wood,3.4,11.04,Yes,No,Yes,Waterways,No,Working Class,347.9
High_Reputation,3359.0,Brass,6.24,19.75,No,Yes,No,Airways,No,Wealthy,617.86
Low_Reputation,27899.66926070039,Brass,198.45,70.06,No,No,No,Waterways,No,Working Class,937.75
Moderate_Reputation,1297.0,Clay,3.13,21.84,No,Yes,No,Airways,Yes,Wealthy,443.09
Moderate_Reputation,72057.0,Marble,113.79,35.9,No,No,No,Roadways,No,Working Class,547.98
Low_Reputation,661.0,Wood,4.34,19.92,No,No,No,Waterways,No,Working Class,111.88
Moderate_Reputation,427.0,Aluminium,6.41,12.76,No,Yes,Yes,Roadways,No,Wealthy,291.07
Low_Reputation,16977.728997289974,Bronze,14.25,51.46,No,No,No,Roadways,No,Working Class,283.47
High_Reputation,3174.0,Brass,3.58,22.4,No,No,Yes,Roadways,No,Working Class,428.05
Moderate_Reputation,36225.0,Bronze,58.69,38.11,No,No,Yes,Roadways,No,Working Class,749.84
High_Reputation,647.0,Aluminium,6.15,23.67,No,Yes,No,Airways,No,Wealthy,790.16
High_Reputation,33309.0,Brass,116.52,32.73,No,Yes,No,Roadways,No,Wealthy,1966.86
Moderate_Reputation,78931.0,Marble,129.67,54.33,No,Yes,No,Roadways,No,Wealthy,907.11
High_Reputation,59.0,Clay,3.78,11.22,Yes,Yes,No,Airways,Yes,Working Class,190.8
Very_High_Reputation,877.0,Clay,4.78,13.12,Yes,Yes,No,Airways,Yes,Working Class,584.88
High_Reputation,233.0,Aluminium,5.87,17.17,No,No,Yes,Roadways,No,Working Class,409.97
High_Reputation,10936.0,Bronze,41.42,74.21,No,Yes,No,Roadways,No,Wealthy,764.02
Moderate_Reputation,950.0,Brass,3.45,11.61,No,No,Yes,Roadways,No,Working Class,171.6
Low_Reputation,3173.0,Brass,8.61,16.39,Yes,Yes,No,Airways,No,Working Class,178.88
Moderate_Reputation,46687.0,Stone,151.37,38.34,No,Yes,No,Roadways,No,Wealthy,892.78
High_Reputation,31257.0,Marble,142.84,95.11,No,No,No,Airways,No,Working Class,1726.61
Low_Reputation,12838.0,Bronze,37.52,86.35,Yes,No,Yes,Waterways,No,Wealthy,508.31
High_Reputation,4728.0,Marble,18.95,15.23,No,Yes,No,Airways,No,Working Class,326.27
Moderate_Reputation,2025.0,Bronze,5.96,10.57,Yes,No,No,Waterways,No,Wealthy,221.03
Low_Reputation,18907.0,Bronze,44.15,84.24,No,No,Yes,Roadways,No,Wealthy,792.35
Moderate_Reputation,4480.0,Bronze,12.83,19.77,Yes,Yes,No,Airways,No,Working Class,352.98
Moderate_Reputation,1210.0,Brass,5.28,23.73,Yes,No,No,Waterways,No,Working Class,226.6
Moderate_Reputation,188.0,Wood,4.64,19.75,Yes,No,No,Waterways,No,Wealthy,354.88
Moderate_Reputation,17803.0,Bronze,30.31,43.24,No,Yes,No,Airways,No,Wealthy,956.29
High_Reputation,57334.0,Bronze,101.14,47.95,Yes,Yes,No,Airways,No,Wealthy,1054.72
High_Reputation,1026.0,Brass,3.99,14.01,Yes,Yes,Yes,Airways,No,Wealthy,416.01
Low_Reputation,66915.0,Brass,144.82,68.64,Yes,No,Yes,Waterways,No,Working Class,716.89
Moderate_Reputation,21370.0,Marble,62.1,26.13,No,No,Yes,Waterways,No,Working Class,896.85
Low_Reputation,79326.0,Marble,172.57,78.83,Yes,No,Yes,Waterways,No,Working Class,812.66
High_Reputation,1797.0,Clay,3.6,24.96,Yes,No,Yes,Waterways,Yes,Wealthy,892.59
Low_Reputation,16977.728997289974,Bronze,16.89,17.99,Yes,Yes,No,Airways,No,Wealthy,250.34
Moderate_Reputation,25516.0,Bronze,89.43,63.34,Yes,No,No,Airways,No,Working Class,1365.25
High_Reputation,8000.0,Brass,30.54,58.4,Yes,Yes,No,Airways,No,Working Class,2229.0
High_Reputation,9381.0,Brass,52.19,84.8,No,Yes,No,Airways,No,Working Class,2225.65
High_Reputation,17635.0,Bronze,51.64,52.61,No,Yes,Yes,Roadways,No,Wealthy,2023.93
Moderate_Reputation,664.0,Aluminium,6.2,14.04,No,No,Yes,Roadways,No,Working Class,281.52
Moderate_Reputation,11032.0,Bronze,38.27,41.36,No,Yes,No,Airways,No,Wealthy,508.02
Moderate_Reputation,1692.0,Aluminium,6.12,15.47,No,No,No,Roadways,No,Wealthy,298.23
High_Reputation,980.0,Clay,10.41,15.62,Yes,No,Yes,Waterways,Yes,Working Class,477.51
Moderate_Reputation,133.0,Wood,5.99,19.62,Yes,No,No,Waterways,No,Wealthy,189.05
Moderate_Reputation,10849.0,Brass,13.57,77.61,No,No,No,Roadways,No,Working Class,512.54
High_Reputation,1351.5868187579215,Aluminium,3.01,17.35,No,Yes,Yes,Roadways,No,Wealthy,770.54
Moderate_Reputation,13.0,Wood,6.59,10.5,Yes,No,No,Waterways,No,Wealthy,144.41
Moderate_Reputation,46620.0,Brass,85.13,52.04,No,Yes,No,Roadways,No,Working Class,1485.05
Low_Reputation,2584.0,Clay,9.16,24.14,No,Yes,No,Roadways,Yes,Wealthy,245.22
Moderate_Reputation,1851.0,Aluminium,6.85,14.5,No,No,No,Roadways,No,Working Class,224.39
Low_Reputation,2327.0,Brass,5.79,11.93,Yes,Yes,No,Airways,No,Wealthy,180.55
Very_High_Reputation,396.89110225763613,Wood,5.72,23.91,Yes,No,No,Waterways,No,Working Class,1032.03
Moderate_Reputation,1252.0,Clay,3.82,17.11,No,No,Yes,Roadways,Yes,Working Class,242.76
Low_Reputation,16977.728997289974,Bronze,67.45,36.04,No,Yes,No,Roadways,No,Wealthy,595.17
High_Reputation,1840.0,Clay,10.09,13.2,No,No,Yes,Roadways,Yes,Wealthy,369.21
Moderate_Reputation,45.0,Brass,5.82,14.6,Yes,No,No,Waterways,No,Working Class,145.87
Moderate_Reputation,51131.0,Marble,71.51,79.88,No,No,No,Roadways,No,Wealthy,1097.06
High_Reputation,105.0,Aluminium,4.09,15.01,No,No,No,Roadways,No,Working Class,252.61
Moderate_Reputation,27899.66926070039,Brass,48.99,28.15,No,Yes,Yes,Roadways,No,Wealthy,731.54
Low_Reputation,630.0,Wood,4.86,19.49,No,Yes,No,Airways,No,Wealthy,144.08
High_Reputation,2248.0,Aluminium,3.23,12.65,No,No,No,Waterways,No,Wealthy,374.67
Low_Reputation,31863.0,Bronze,19.39,71.94,Yes,No,No,Waterways,No,Working Class,508.17
Low_Reputation,7055.0,Brass,21.45,78.69,Yes,No,Yes,Waterways,No,Working Class,686.05
Very_High_Reputation,478.0,Clay,3.99,14.35,No,No,Yes,Airways,Yes,Working Class,445.66
Low_Reputation,874.0,Wood,6.77,18.31,Yes,No,No,Waterways,No,Working Class,112.04
High_Reputation,6397.0,Bronze,34.71,54.31,No,Yes,No,Roadways,No,Working Class,1219.77
Moderate_Reputation,2065.0,Aluminium,9.0,24.1,No,Yes,Yes,Roadways,No,Working Class,964.06
Moderate_Reputation,112.0,Wood,3.06,10.25,No,No,No,Roadways,No,Working Class,148.45
High_Reputation,500.0,Wood,6.64,23.62,No,Yes,Yes,Airways,No,Wealthy,677.25
Moderate_Reputation,396.89110225763613,Wood,3.5,11.54,Yes,No,Yes,Waterways,No,Working Class,201.13
High_Reputation,1071.0,Clay,4.29,16.37,Yes,Yes,No,Airways,Yes,Working Class,575.45
Low_Reputation,7421.0,Clay,3.37,41.56,Yes,No,No,Waterways,Yes,Working Class,237.34
Moderate_Reputation,7836.0,Bronze,7.93,73.74,No,No,No,Roadways,No,Working Class,1019.35
Low_Reputation,7095.0,Stone,20.87,60.76,No,Yes,No,Roadways,No,Working Class,390.69
Low_Reputation,2049.0,Clay,6.78,11.65,No,No,Yes,Roadways,Yes,Working Class,210.83
Very_High_Reputation,376.0,Bronze,4.59,24.55,No,No,No,Waterways,No,Working Class,467.6
Moderate_Reputation,53.0,Aluminium,4.84,13.4,No,No,Yes,Roadways,No,Working Class,158.54
Moderate_Reputation,27899.66926070039,Brass,6.63,10.62,No,Yes,Yes,Airways,No,Working Class,299.77
Moderate_Reputation,10939.0,Brass,27.47,32.32,No,No,No,Waterways,No,Working Class,477.58
Low_Reputation,7402.0,Brass,25.18,98.73,No,No,No,Roadways,No,Working Class,535.34
Moderate_Reputation,708.0,Brass,5.12,13.1,Yes,Yes,No,Airways,No,Working Class,193.79
Moderate_Reputation,8586.0,Brass,9.58,72.41,Yes,Yes,No,Airways,No,Working Class,1202.76
Low_Reputation,29233.0,Stone,73.91,72.07,Yes,No,Yes,Waterways,No,Working Class,596.28
High_Reputation,24018.0,Marble,180.61,65.25,Yes,No,No,Airways,No,Working Class,1335.55
Low_Reputation,3750.0,Aluminium,4.65,17.83,Yes,No,No,Airways,No,Working Class,229.58
Low_Reputation,18.0,Aluminium,3.25,24.54,Yes,No,No,Waterways,No,Working Class,149.95
Moderate_Reputation,396.89110225763613,Wood,6.82,10.37,No,No,Yes,Roadways,No,Working Class,278.03
High_Reputation,453.0,Aluminium,6.97,12.74,No,Yes,No,Roadways,No,Wealthy,513.34
Very_High_Reputation,1712.0,Stone,7.93,24.67,No,Yes,No,Roadways,No,Working Class,1019.1
Very_High_Reputation,1611.0,Marble,3.63,16.69,No,No,No,Airways,No,Working Class,306.65
High_Reputation,775.0,Wood,4.55,24.48,No,No,Yes,Roadways,No,Working Class,940.11
High_Reputation,387.0,Aluminium,5.35,24.71,No,No,Yes,Roadways,No,Wealthy,392.35
Low_Reputation,2954.0,Bronze,35.8,23.64,No,No,No,Roadways,No,Working Class,970.35
Low_Reputation,11292.0,Bronze,22.52,26.71,No,No,Yes,Roadways,No,Working Class,306.55
Moderate_Reputation,4044.0,Bronze,6.69,15.58,No,No,Yes,Airways,No,Working Class,309.78
Moderate_Reputation,27899.66926070039,Brass,3.3,13.12,No,Yes,No,Roadways,No,Working Class,146.48
Moderate_Reputation,1894.0,Aluminium,4.23,11.09,No,No,Yes,Roadways,No,Working Class,302.42
Moderate_Reputation,7595.0,Bronze,12.99,96.88,No,Yes,Yes,Airways,No,Working Class,1024.94
Moderate_Reputation,22348.0,Marble,107.85,61.52,No,Yes,Yes,Roadways,No,Working Class,762.87
High_Reputation,5855.0,Clay,25.59,28.86,No,No,No,Roadways,Yes,Wealthy,1119.05
Moderate_Reputation,298.0,Aluminium,3.62,20.44,No,No,No,Roadways,No,Working Class,245.97
Low_Reputation,42447.0,Stone,162.11,60.58,No,No,No,Airways,No,Wealthy,639.21
Low_Reputation,656.0,Clay,3.28,10.47,No,Yes,No,Roadways,Yes,Wealthy,158.33
Moderate_Reputation,125.0,Aluminium,3.51,14.09,No,No,No,Roadways,No,Working Class,170.97
High_Reputation,534.0,Bronze,5.03,24.22,No,No,No,Roadways,No,Working Class,218.06
Low_Reputation,3755.0,Aluminium,11.62,14.7,No,Yes,No,Airways,No,Working Class,178.08
Moderate_Reputation,28292.0,Brass,170.73,59.27,No,No,No,Roadways,No,Working Class,1002.89
Moderate_Reputation,1547.0,Bronze,6.12,17.19,Yes,No,Yes,Waterways,No,Working Class,303.2
Moderate_Reputation,47875.0,Stone,169.88,81.47,No,No,No,Roadways,No,Working Class,1195.13
Moderate_Reputation,61224.0,Stone,155.42,52.34,No,Yes,No,Roadways,No,Wealthy,1020.59
High_Reputation,2929.0,Bronze,26.5,20.36,No,Yes,No,Roadways,No,Wealthy,613.19
Moderate_Reputation,1250.0,Aluminium,5.07,15.43,Yes,Yes,No,Airways,No,Working Class,266.21
High_Reputation,41568.0,Marble,126.14,63.39,No,No,Yes,Roadways,No,Working Class,980.0
High_Reputation,16977.728997289974,Bronze,3.53,13.88,No,Yes,No,Roadways,No,Working Class,112.56
Very_High_Reputation,16977.728997289974,Bronze,36.11,10.78,No,No,No,Roadways,No,Working Class,435.31
Low_Reputation,477.0,Wood,4.32,24.54,No,Yes,Yes,Roadways,No,Working Class,151.53
High_Reputation,7016.0,Stone,19.97,42.31,Yes,No,No,Waterways,No,Working Class,570.65
Moderate_Reputation,2596.0,Brass,3.65,13.85,Yes,Yes,Yes,Airways,No,Working Class,373.28
High_Reputation,178.0,Aluminium,6.06,23.38,No,No,Yes,Roadways,No,Working Class,298.38
Low_Reputation,1374.0,Clay,4.22,18.29,No,Yes,Yes,Airways,Yes,Working Class,171.24
Low_Reputation,7923.0,Clay,25.88,93.12,No,Yes,No,Airways,Yes,Working Class,599.83
Moderate_Reputation,13.0,Clay,6.72,23.81,Yes,No,Yes,Waterways,Yes,Working Class,199.6
Low_Reputation,24624.0,Brass,34.67,60.18,No,Yes,Yes,Airways,No,Working Class,681.49
Low_Reputation,16977.728997289974,Bronze,9.71,61.55,No,Yes,No,Roadways,No,Working Class,1422.3
High_Reputation,1757.0,Bronze,11.01,24.31,No,No,No,Airways,No,Working Class,577.55
High_Reputation,3115.0,Clay,7.95,16.16,No,No,Yes,Airways,Yes,Working Class,915.1
High_Reputation,1662.0,Aluminium,7.53,23.59,No,Yes,No,Roadways,No,Wealthy,891.47
Low_Reputation,204.0,Wood,4.94,15.05,No,No,No,Roadways,No,Working Class,116.36
Low_Reputation,11529.0,Brass,16.79,37.46,No,No,No,Roadways,No,Working Class,247.15
Low_Reputation,3841.0,Clay,3.47,18.83,No,No,Yes,Roadways,Yes,Working Class,279.28
Low_Reputation,527.0,Wood,3.3,23.7,No,Yes,Yes,Roadways,No,Wealthy,282.68
Low_Reputation,1079.0,Aluminium,6.68,14.86,No,No,No,Roadways,No,Working Class,166.71
Moderate_Reputation,329.0,Wood,5.63,14.42,Yes,Yes,No,Airways,No,Working Class,253.4
Low_Reputation,1418.0,Clay,3.06,15.69,Yes,Yes,No,Airways,Yes,Working Class,208.81
Moderate_Reputation,3427.5422818791944,Clay,6.36,87.14,No,No,No,Roadways,Yes,Working Class,747.15
High_Reputation,352.0,Wood,5.56,14.34,No,Yes,No,Roadways,No,Working Class,464.29
Moderate_Reputation,5642.0,Brass,8.77,45.75,No,No,No,Roadways,No,Working Class,436.25
Low_Reputation,714.0,Clay,4.51,23.74,Yes,No,No,Waterways,Yes,Wealthy,185.82
Low_Reputation,128.0,Marble,4.76,24.05,No,No,No,Roadways,No,Working Class,213.51
Moderate_Reputation,4973.0,Marble,3.87,18.67,No,No,No,Waterways,No,Wealthy,255.86
High_Reputation,3427.5422818791944,Clay,3.35,23.23,No,Yes,No,Roadways,Yes,Working Class,762.81
Very_High_Reputation,16977.728997289974,Bronze,12.62,17.87,No,No,No,Roadways,No,Wealthy,184.63
High_Reputation,85.0,Aluminium,3.47,23.98,No,Yes,No,Airways,No,Wealthy,391.87
High_Reputation,925.0,Aluminium,4.21,18.0,Yes,No,Yes,Waterways,No,Working Class,523.55
Moderate_Reputation,3177.0,Aluminium,12.69,19.0,No,No,No,Airways,No,Working Class,349.21
High_Reputation,2915.0,Bronze,9.0,19.37,No,No,Yes,Roadways,No,Working Class,961.9
Low_Reputation,29200.0,Marble,50.45,41.4,Yes,No,No,Roadways,No,Wealthy,471.07
Moderate_Reputation,774.0,Wood,3.42,16.64,No,No,No,Waterways,No,Working Class,172.53
High_Reputation,1154.0,Clay,5.5,12.45,Yes,Yes,No,Airways,Yes,Wealthy,543.36
Very_High_Reputation,905.0,Aluminium,5.73,14.49,Yes,Yes,Yes,Airways,No,Working Class,581.73
Low_Reputation,399.0,Aluminium,4.73,20.26,No,No,No,Waterways,No,Working Class,122.75
Low_Reputation,16410.0,Bronze,8.95,67.27,No,Yes,No,Roadways,No,Working Class,423.64
Low_Reputation,281.0,Wood,4.15,14.28,No,No,No,Roadways,No,Working Class,121.63
Low_Reputation,6476.0,Marble,9.49,76.38,No,No,No,Roadways,No,Wealthy,464.74
High_Reputation,11.0,Aluminium,4.62,22.87,No,No,No,Roadways,No,Wealthy,263.5
Low_Reputation,27899.66926070039,Brass,3.81,11.1,No,No,No,Waterways,No,Wealthy,145.01
Moderate_Reputation,85.0,Clay,4.65,16.8,No,No,No,Roadways,Yes,Working Class,164.64
Low_Reputation,396.89110225763613,Wood,4.07,21.7,Yes,No,No,Waterways,No,Working Class,149.02
Moderate_Reputation,43240.0,Clay,101.42,91.26,No,No,No,Roadways,Yes,Working Class,1205.74
High_Reputation,16650.0,Clay,33.64,42.95,No,Yes,No,Roadways,Yes,Wealthy,2008.69
Moderate_Reputation,25331.0,Brass,65.46,38.68,No,No,Yes,Roadways,No,Working Class,875.8
Moderate_Reputation,31206.0,Marble,75.13,92.18,No,No,Yes,Roadways,No,Working Class,2046.59
Low_Reputation,8634.0,Stone,9.14,47.39,No,Yes,Yes,Roadways,No,Wealthy,474.51
Moderate_Reputation,1586.0,Clay,5.29,17.22,Yes,Yes,No,Airways,Yes,Working Class,431.52
Low_Reputation,62557.0,Bronze,41.69,86.14,No,No,Yes,Waterways,No,Working Class,686.35
Very_High_Reputation,1411.0,Aluminium,6.87,18.98,No,No,Yes,Airways,No,Wealthy,1369.34
High_Reputation,4568.0,Clay,12.7,24.69,Yes,No,No,Waterways,Yes,Working Class,564.15
Low_Reputation,15094.0,Brass,40.42,63.25,No,Yes,No,Roadways,No,Working Class,525.13
High_Reputation,82.0,Wood,4.89,17.7,No,No,Yes,Roadways,No,Working Class,334.27
Low_Reputation,73.0,Wood,6.29,20.82,Yes,No,No,Roadways,No,Working Class,186.66
Moderate_Reputation,2516.0,Clay,11.88,15.31,Yes,No,No,Waterways,Yes,Wealthy,255.81
Moderate_Reputation,268.0,Aluminium,4.76,17.0,No,No,No,Airways,No,Working Class,180.88
Low_Reputation,682.0,Aluminium,6.6,19.44,Yes,No,No,Waterways,No,Working Class,150.84
Low_Reputation,143.0,Wood,5.28,21.33,No,Yes,Yes,Roadways,No,Working Class,145.54
High_Reputation,309.0,Wood,5.23,11.18,Yes,No,Yes,Roadways,No,Working Class,709.51
Moderate_Reputation,209.0,Clay,4.1,13.35,No,Yes,No,Airways,Yes,Working Class,157.3
Moderate_Reputation,25354.0,Marble,95.72,32.69,No,Yes,No,Airways,No,Working Class,2492.03
Low_Reputation,3427.5422818791944,Clay,5.82,22.87,Yes,Yes,Yes,Airways,Yes,Wealthy,344.09
Moderate_Reputation,117.0,Aluminium,6.3,24.71,Yes,Yes,No,Airways,No,Wealthy,256.71
Moderate_Reputation,3427.5422818791944,Clay,6.71,23.6,No,No,No,Roadways,Yes,Working Class,214.64
Low_Reputation,22.0,Wood,6.63,17.88,No,No,Yes,Roadways,No,Working Class,132.66
Low_Reputation,14.0,Wood,6.13,13.22,No,No,Yes,Roadways,No,Working Class,113.67
Low_Reputation,584.0,Wood,4.67,14.99,No,No,No,Roadways,No,Working Class,145.97
Moderate_Reputation,24744.0,Brass,26.02,91.57,Yes,No,No,Waterways,No,Working Class,719.08
Moderate_Reputation,94.0,Aluminium,6.88,24.1,No,Yes,Yes,Roadways,No,Wealthy,257.61
Moderate_Reputation,253.0,Clay,5.32,13.17,No,Yes,No,Airways,Yes,Wealthy,217.03
Very_High_Reputation,111.0,Wood,4.72,23.24,No,Yes,Yes,Roadways,No,Wealthy,851.11
Moderate_Reputation,2664.0,Clay,5.57,17.76,No,Yes,No,Roadways,Yes,Working Class,550.77
Moderate_Reputation,4399.0,Stone,8.47,23.25,No,No,No,Roadways,No,Working Class,530.36
Low_Reputation,29.0,Wood,5.76,12.38,Yes,No,No,Roadways,No,Working Class,128.66
Moderate_Reputation,713.0,Wood,3.38,15.62,No,No,No,Roadways,No,Working Class,185.45
Low_Reputation,766.0,Clay,4.26,16.5,Yes,Yes,No,Airways,Yes,Wealthy,200.42
Moderate_Reputation,2238.0,Aluminium,6.58,22.71,Yes,Yes,Yes,Airways,No,Working Class,325.89
Low_Reputation,40811.0,Marble,160.35,39.23,No,Yes,No,Roadways,No,Working Class,511.09
High_Reputation,139.0,Aluminium,6.76,17.8,No,No,No,Waterways,No,Working Class,392.53
Moderate_Reputation,58.0,Aluminium,5.22,22.94,No,No,No,Waterways,No,Working Class,283.6
Very_High_Reputation,522.0,Aluminium,3.66,15.11,No,Yes,No,Airways,No,Wealthy,508.83
Moderate_Reputation,258.0,Wood,5.05,14.13,No,No,Yes,Airways,No,Wealthy,243.3
Low_Reputation,4352.0,Aluminium,21.31,15.92,No,No,No,Roadways,No,Working Class,240.02
Low_Reputation,6031.0,Clay,3.63,61.27,No,Yes,No,Roadways,Yes,Working Class,455.77
Moderate_Reputation,268.0,Wood,5.42,21.25,No,No,Yes,Waterways,No,Working Class,262.1
Moderate_Reputation,483.0,Bronze,3.94,18.47,No,No,Yes,Roadways,No,Working Class,228.95
High_Reputation,7071.0,Brass,8.26,58.94,Yes,No,No,Waterways,No,Working Class,1317.23
Moderate_Reputation,27899.66926070039,Brass,5.14,22.39,Yes,Yes,Yes,Airways,No,Working Class,270.45
Moderate_Reputation,2665.0,Stone,14.48,11.57,No,Yes,No,Roadways,No,Wealthy,297.43
Low_Reputation,32.0,Bronze,5.28,13.66,Yes,No,No,Airways,No,Working Class,154.7
High_Reputation,155.0,Clay,3.82,16.99,No,No,Yes,Roadways,Yes,Working Class,251.96
Low_Reputation,23991.0,Brass,16.36,68.25,No,No,No,Roadways,No,Working Class,444.41
Low_Reputation,735.0,Aluminium,3.62,20.09,No,No,Yes,Waterways,No,Working Class,193.66
Low_Reputation,672.0,Clay,6.62,24.77,Yes,No,Yes,Airways,Yes,Working Class,275.79
Very_High_Reputation,343.0,Aluminium,6.95,17.39,No,Yes,No,Airways,No,Wealthy,1010.68
High_Reputation,1351.5868187579215,Aluminium,13.83,29.04,No,Yes,No,Roadways,No,Working Class,1791.26
Low_Reputation,1495.0,Clay,8.5,17.75,Yes,Yes,No,Airways,Yes,Working Class,304.39
High_Reputation,10801.0,Brass,102.63,88.99,No,Yes,Yes,Airways,No,Wealthy,2579.86
High_Reputation,1989.0,Marble,3.11,24.44,No,No,Yes,Roadways,No,Working Class,312.06
Moderate_Reputation,851.0,Aluminium,5.88,14.59,No,No,Yes,Roadways,No,Working Class,180.62
High_Reputation,396.89110225763613,Wood,3.52,19.68,No,Yes,Yes,Airways,No,Wealthy,457.56
Low_Reputation,2250.0,Clay,4.87,18.44,No,Yes,No,Airways,Yes,Working Class,176.32
Moderate_Reputation,242.0,Wood,6.99,20.59,No,Yes,No,Airways,No,Working Class,228.29
Moderate_Reputation,5329.0,Marble,8.99,98.43,Yes,Yes,Yes,Airways,No,Working Class,753.6
Moderate_Reputation,11780.0,Brass,7.91,50.99,No,No,Yes,Roadways,No,Working Class,602.05
Low_Reputation,122.0,Brass,6.71,21.23,No,No,Yes,Roadways,No,Wealthy,228.71
High_Reputation,317.0,Wood,5.46,12.86,Yes,No,Yes,Waterways,No,Working Class,380.62
Low_Reputation,835.0,Clay,5.52,23.0,No,No,Yes,Airways,Yes,Working Class,183.2
High_Reputation,120.0,Aluminium,3.72,17.74,Yes,Yes,No,Airways,No,Working Class,278.69
Moderate_Reputation,58.0,Wood,3.79,12.17,Yes,No,Yes,Roadways,No,Working Class,218.74
High_Reputation,6521.0,Clay,26.45,28.77,Yes,No,Yes,Waterways,Yes,Working Class,940.08
Moderate_Reputation,668.0,Brass,5.0,10.69,No,No,No,Roadways,No,Working Class,168.33
Low_Reputation,2378.0,Wood,3.38,14.43,Yes,Yes,No,Airways,No,Wealthy,173.97
Moderate_Reputation,70.0,Aluminium,4.67,14.38,No,No,No,Roadways,No,Wealthy,167.63
Low_Reputation,3543.0,Marble,8.46,19.09,No,Yes,No,Airways,No,Wealthy,227.89
Low_Reputation,8632.0,Bronze,18.09,40.52,No,No,No,Roadways,No,Working Class,247.17
High_Reputation,199.0,Wood,4.07,22.29,Yes,No,Yes,Waterways,No,Wealthy,349.02
